"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
98,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",98,"Treglio",NA,"","Commune","Commune","",""
99,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",99,"Tufillo",NA,"","Commune","Commune","",""
100,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",100,"Vacri",NA,"","Commune","Commune","",""
101,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",101,"Vasto",NA,"","Commune","Commune","",""
102,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",102,"Villa Santa Maria",NA,"","Commune","Commune","",""
103,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",103,"Villalfonsina",NA,"","Commune","Commune","",""
104,112,"ITA","Italy",1,"Abruzzo",1,"Chieti",104,"Villamagna",NA,"","Commune","Commune","",""
105,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",105,"Acciano",NA,"","Commune","Commune","",""
106,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",106,"Aielli",NA,"","Commune","Commune","",""
107,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",107,"Alfedena",NA,"","Commune","Commune","",""
108,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",108,"Anversa Degli Abruzzi",NA,"","Commune","Commune","",""
109,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",109,"Ateleta",NA,"","Commune","Commune","",""
110,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",110,"Avezzano",NA,"","Commune","Commune","",""
111,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",111,"Balsorano",NA,"","Commune","Commune","",""
112,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",112,"Barete",NA,"","Commune","Commune","",""
113,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",113,"Barisciano",NA,"","Commune","Commune","",""
114,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",114,"Barrea",NA,"","Commune","Commune","",""
115,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",115,"Bisegna",NA,"","Commune","Commune","",""
116,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",116,"Bugnara",NA,"","Commune","Commune","",""
117,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",117,"Cagnano Amiterno",NA,"","Commune","Commune","",""
118,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",118,"Calascio",NA,"","Commune","Commune","",""
119,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",119,"Campo Di Giove",NA,"","Commune","Commune","",""
120,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",120,"Campotosto",NA,"","Commune","Commune","",""
121,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",121,"Canistro",NA,"","Commune","Commune","",""
122,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",122,"Cansano",NA,"","Commune","Commune","",""
123,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",123,"Capestrano",NA,"","Commune","Commune","",""
124,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",124,"Capistrello",NA,"","Commune","Commune","",""
125,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",125,"Capitignano",NA,"","Commune","Commune","",""
126,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",126,"Caporciano",NA,"","Commune","Commune","",""
127,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",127,"Cappadocia",NA,"","Commune","Commune","",""
128,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",128,"Carapelle Calvisio",NA,"","Commune","Commune","",""
129,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",129,"Carsoli",NA,"","Commune","Commune","",""
130,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",130,"Castel Del Monte",NA,"","Commune","Commune","",""
131,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",131,"Castel Di Ieri",NA,"","Commune","Commune","",""
132,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",132,"Castel Di Sangro",NA,"","Commune","Commune","",""
133,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",133,"Castellafiume",NA,"","Commune","Commune","",""
134,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",134,"Castelvecchio Calvisio",NA,"","Commune","Commune","",""
135,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",135,"Castelvecchio Subequo",NA,"","Commune","Commune","",""
136,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",136,"Celano",NA,"","Commune","Commune","",""
137,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",137,"Cerchio",NA,"","Commune","Commune","",""
138,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",138,"Civita d' Antino",NA,"","Commune","Commune","",""
139,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",139,"Civitella Alfedena",NA,"","Commune","Commune","",""
140,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",140,"Civitella Roveto",NA,"","Commune","Commune","",""
141,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",141,"Cocullo",NA,"","Commune","Commune","",""
142,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",142,"Collarmele",NA,"","Commune","Commune","",""
143,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",143,"Collelongo",NA,"","Commune","Commune","",""
144,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",144,"Collepietro",NA,"","Commune","Commune","",""
145,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",145,"Corfinio",NA,"","Commune","Commune","",""
146,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",146,"Fagnano Alto",NA,"","Commune","Commune","",""
147,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",147,"Fontecchio",NA,"","Commune","Commune","",""
148,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",148,"Fossa",NA,"","Commune","Commune","",""
149,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",149,"Gagliano Aterno",NA,"","Commune","Commune","",""
150,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",150,"Gioia Dei Marsi",NA,"","Commune","Commune","",""
151,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",151,"Goriano Sicoli",NA,"","Commune","Commune","",""
152,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",152,"Introdacqua",NA,"","Commune","Commune","",""
153,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",153,"L' Aquila",NA,"","Commune","Commune","",""
154,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",154,"Lecce Nei Marsi",NA,"","Commune","Commune","",""
155,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",155,"Luco Dei Marsi",NA,"","Commune","Commune","",""
156,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",156,"Lucoli",NA,"","Commune","Commune","",""
157,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",157,"Magliano De' Marsi",NA,"","Commune","Commune","",""
158,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",158,"Massa d' Albe",NA,"","Commune","Commune","",""
159,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",159,"Molina Aterno",NA,"","Commune","Commune","",""
160,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",160,"Montereale",NA,"","Commune","Commune","",""
161,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",161,"Morino",NA,"","Commune","Commune","",""
162,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",162,"Navelli",NA,"","Commune","Commune","",""
163,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",163,"Ocre",NA,"","Commune","Commune","",""
164,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",164,"Ofena",NA,"","Commune","Commune","",""
165,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",165,"Opi",NA,"","Commune","Commune","",""
166,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",166,"Oricola",NA,"","Commune","Commune","",""
167,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",167,"Ortona Dei Marsi",NA,"","Commune","Commune","",""
168,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",168,"Ortucchio",NA,"","Commune","Commune","",""
169,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",169,"Ovindoli",NA,"","Commune","Commune","",""
170,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",170,"Pacentro",NA,"","Commune","Commune","",""
171,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",171,"Pereto",NA,"","Commune","Commune","",""
172,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",172,"Pescasseroli",NA,"","Commune","Commune","",""
173,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",173,"Pescina",NA,"","Commune","Commune","",""
174,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",174,"Pescocostanzo",NA,"","Commune","Commune","",""
175,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",175,"Pettorano Sul Gizio",NA,"","Commune","Commune","",""
176,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",176,"Pizzoli",NA,"","Commune","Commune","",""
177,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",177,"Poggio Picenze",NA,"","Commune","Commune","",""
178,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",178,"Prata d' Ansidonia",NA,"","Commune","Commune","",""
179,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",179,"Pratola Peligna",NA,"","Commune","Commune","",""
180,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",180,"Prezza",NA,"","Commune","Commune","",""
181,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",181,"Raiano",NA,"","Commune","Commune","",""
182,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",182,"Rivisondoli",NA,"","Commune","Commune","",""
183,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",183,"Rocca Di Botte",NA,"","Commune","Commune","",""
184,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",184,"Rocca Di Cambio",NA,"","Commune","Commune","",""
185,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",185,"Rocca Di Mezzo",NA,"","Commune","Commune","",""
186,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",186,"Rocca Pia",NA,"","Commune","Commune","",""
187,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",187,"Roccacasale",NA,"","Commune","Commune","",""
188,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",188,"Roccaraso",NA,"","Commune","Commune","",""
189,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",189,"San Benedetto Dei Marsi",NA,"","Commune","Commune","",""
190,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",190,"San Benedetto In Perillis",NA,"","Commune","Commune","",""
191,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",191,"San Demetrio Ne' Vestini",NA,"","Commune","Commune","",""
192,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",192,"San Pio Delle Camere",NA,"","Commune","Commune","",""
193,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",193,"San Vincenzo Valle Roveto",NA,"","Commune","Commune","",""
194,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",194,"Sant' Eusanio Forconese",NA,"","Commune","Commune","",""
195,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",195,"Sante Marie",NA,"","Commune","Commune","",""
196,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",196,"Santo Stefano Di Sessanio",NA,"","Commune","Commune","",""
197,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",197,"Scanno",NA,"","Commune","Commune","",""
198,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",198,"Scontrone",NA,"","Commune","Commune","",""
199,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",199,"Scoppito",NA,"","Commune","Commune","",""
200,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",200,"Scurcola Marsicana",NA,"","Commune","Commune","",""
201,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",201,"Secinaro",NA,"","Commune","Commune","",""
202,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",202,"Sulmona",NA,"","Commune","Commune","",""
203,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",203,"Tagliacozzo",NA,"","Commune","Commune","",""
204,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",204,"Tione Degli Abruzzi",NA,"","Commune","Commune","",""
205,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",205,"Tornimparte",NA,"","Commune","Commune","",""
206,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",206,"Trasacco",NA,"","Commune","Commune","",""
207,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",207,"Villa Sant' Angelo",NA,"","Commune","Commune","",""
208,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",208,"Villa Santa Lucia Degli Abruzzi",NA,"","Commune","Commune","",""
209,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",209,"Villalago",NA,"","Commune","Commune","",""
210,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",210,"Villavallelonga",NA,"","Commune","Commune","",""
211,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",211,"Villetta Barrea",NA,"","Commune","Commune","",""
212,112,"ITA","Italy",1,"Abruzzo",2,"L'Aquila",212,"Vittorito",NA,"","Commune","Commune","",""
213,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",213,"Abbateggio",NA,"","Commune","Commune","",""
214,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",214,"Alanno",NA,"","Commune","Commune","",""
215,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",215,"Bolognano",NA,"","Commune","Commune","",""
216,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",216,"Brittoli",NA,"","Commune","Commune","",""
217,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",217,"Bussi Sul Tirino",NA,"","Commune","Commune","",""
218,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",218,"Cappelle Sul Tavo",NA,"","Commune","Commune","",""
219,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",219,"Caramanico Terme",NA,"","Commune","Commune","",""
220,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",220,"Carpineto Della Nora",NA,"","Commune","Commune","",""
221,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",221,"Castiglione A Casauria",NA,"","Commune","Commune","",""
222,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",222,"Catignano",NA,"","Commune","Commune","",""
223,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",223,"Cepagatti",NA,"","Commune","Commune","",""
224,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",224,"Città Sant' Angelo",NA,"","Commune","Commune","",""
225,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",225,"Civitaquana",NA,"","Commune","Commune","",""
226,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",226,"Civitella Casanova",NA,"","Commune","Commune","",""
227,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",227,"Collecorvino",NA,"","Commune","Commune","",""
228,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",228,"Corvara",NA,"","Commune","Commune","",""
229,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",229,"Cugnoli",NA,"","Commune","Commune","",""
230,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",230,"Elice",NA,"","Commune","Commune","",""
231,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",231,"Farindola",NA,"","Commune","Commune","",""
232,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",232,"Lettomanoppello",NA,"","Commune","Commune","",""
233,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",233,"Loreto Aprutino",NA,"","Commune","Commune","",""
234,112,"ITA","Italy",1,"Abruzzo",3,"Pescara",234,"Manoppello",NA,"","Commune","Commune","",""
